,date,No. of Veh,Service interval,Run time (min),Term time (min),Avg. spd (km/h),Time of Day (morning: 0-late evening: 4)*,Weekday=0/Sat=1/Sun=2,RT dist (km),First dep NB or WB,First dep SB or EB,Last dep NB or WB,Last dep SB or EB,Route,Interruption,time period start,time period end
29,2023-02-12,18,09:00,148,14,13.2,2,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-12 12:00:00,2023-02-12 19:00:00
29,2023-02-12,14,09:30,122,11,16.0,3,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-12 19:00:00,2023-02-12 22:00:00
29,2023-02-12,13,09:30,114,9,17.1,4,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-12 22:00:00,2023-02-13 04:00:00
30,2023-02-13,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-13 04:00:00,2023-02-13 09:00:00
30,2023-02-13,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-13 09:00:00,2023-02-13 15:00:00
30,2023-02-13,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-13 15:00:00,2023-02-13 19:00:00
30,2023-02-13,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-13 19:00:00,2023-02-13 22:00:00
30,2023-02-13,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-13 22:00:00,2023-02-14 04:00:00
31,2023-02-14,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-14 04:00:00,2023-02-14 09:00:00
31,2023-02-14,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-14 09:00:00,2023-02-14 15:00:00
31,2023-02-14,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-14 15:00:00,2023-02-14 19:00:00
31,2023-02-14,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-14 19:00:00,2023-02-14 22:00:00
31,2023-02-14,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-14 22:00:00,2023-02-15 04:00:00
32,2023-02-15,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-15 04:00:00,2023-02-15 09:00:00
32,2023-02-15,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-15 09:00:00,2023-02-15 15:00:00
32,2023-02-15,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-15 15:00:00,2023-02-15 19:00:00
32,2023-02-15,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-15 19:00:00,2023-02-15 22:00:00
32,2023-02-15,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-15 22:00:00,2023-02-16 04:00:00
33,2023-02-16,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-16 04:00:00,2023-02-16 09:00:00
33,2023-02-16,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-16 09:00:00,2023-02-16 15:00:00
33,2023-02-16,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-16 15:00:00,2023-02-16 19:00:00
33,2023-02-16,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-16 19:00:00,2023-02-16 22:00:00
33,2023-02-16,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-16 22:00:00,2023-02-17 04:00:00
34,2023-02-17,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-17 04:00:00,2023-02-17 09:00:00
34,2023-02-17,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-17 09:00:00,2023-02-17 15:00:00
34,2023-02-17,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-17 15:00:00,2023-02-17 19:00:00
34,2023-02-17,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-17 19:00:00,2023-02-17 22:00:00
34,2023-02-17,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-17 22:00:00,2023-02-18 04:00:00
35,2023-02-18,12,10:00,106,14,18.4,0,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-18 04:00:00,2023-02-18 08:00:00
35,2023-02-18,16,09:30,138,14,14.2,1,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-18 08:00:00,2023-02-18 12:00:00
35,2023-02-18,20,08:30,156,14,12.5,2,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-18 12:00:00,2023-02-18 19:00:00
35,2023-02-18,15,10:00,134,16,14.6,3,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-18 19:00:00,2023-02-18 22:00:00
35,2023-02-18,14,10:00,130,10,15.0,4,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-18 22:00:00,2023-02-19 04:00:00
36,2023-02-19,11,10:00,102,8,19.2,0,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-19 04:00:00,2023-02-19 08:00:00
36,2023-02-19,14,10:00,130,10,15.0,1,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-19 08:00:00,2023-02-19 12:00:00
36,2023-02-19,18,09:00,148,14,13.2,2,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-19 12:00:00,2023-02-19 19:00:00
36,2023-02-19,14,09:30,122,11,16.0,3,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-19 19:00:00,2023-02-19 22:00:00
36,2023-02-19,13,09:30,114,9,17.1,4,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-19 22:00:00,2023-02-20 04:00:00
37,2023-02-20,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-20 04:00:00,2023-02-20 09:00:00
37,2023-02-20,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-20 09:00:00,2023-02-20 15:00:00
37,2023-02-20,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-20 15:00:00,2023-02-20 19:00:00
37,2023-02-20,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-20 19:00:00,2023-02-20 22:00:00
37,2023-02-20,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-20 22:00:00,2023-02-21 04:00:00
38,2023-02-21,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-21 04:00:00,2023-02-21 09:00:00
38,2023-02-21,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-21 09:00:00,2023-02-21 15:00:00
38,2023-02-21,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-21 15:00:00,2023-02-21 19:00:00
38,2023-02-21,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-21 19:00:00,2023-02-21 22:00:00
38,2023-02-21,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-21 22:00:00,2023-02-22 04:00:00
39,2023-02-22,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-22 04:00:00,2023-02-22 09:00:00
39,2023-02-22,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-22 09:00:00,2023-02-22 15:00:00
39,2023-02-22,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-22 15:00:00,2023-02-22 19:00:00
39,2023-02-22,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-22 19:00:00,2023-02-22 22:00:00
39,2023-02-22,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-22 22:00:00,2023-02-23 04:00:00
40,2023-02-23,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-23 04:00:00,2023-02-23 09:00:00
40,2023-02-23,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-23 09:00:00,2023-02-23 15:00:00
40,2023-02-23,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-23 15:00:00,2023-02-23 19:00:00
40,2023-02-23,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-23 19:00:00,2023-02-23 22:00:00
40,2023-02-23,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-23 22:00:00,2023-02-24 04:00:00
41,2023-02-24,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-24 04:00:00,2023-02-24 09:00:00
41,2023-02-24,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-24 09:00:00,2023-02-24 15:00:00
41,2023-02-24,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-24 15:00:00,2023-02-24 19:00:00
41,2023-02-24,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-24 19:00:00,2023-02-24 22:00:00
41,2023-02-24,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-24 22:00:00,2023-02-25 04:00:00
42,2023-02-25,12,10:00,106,14,18.4,0,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-25 04:00:00,2023-02-25 08:00:00
42,2023-02-25,16,09:30,138,14,14.2,1,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-25 08:00:00,2023-02-25 12:00:00
42,2023-02-25,20,08:30,156,14,12.5,2,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-25 12:00:00,2023-02-25 19:00:00
42,2023-02-25,15,10:00,134,16,14.6,3,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-25 19:00:00,2023-02-25 22:00:00
42,2023-02-25,14,10:00,130,10,15.0,4,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-02-25 22:00:00,2023-02-26 04:00:00
43,2023-02-26,11,10:00,102,8,19.2,0,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-26 04:00:00,2023-02-26 08:00:00
43,2023-02-26,14,10:00,130,10,15.0,1,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-26 08:00:00,2023-02-26 12:00:00
43,2023-02-26,18,09:00,148,14,13.2,2,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-26 12:00:00,2023-02-26 19:00:00
43,2023-02-26,14,09:30,122,11,16.0,3,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-26 19:00:00,2023-02-26 22:00:00
43,2023-02-26,13,09:30,114,9,17.1,4,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-02-26 22:00:00,2023-02-27 04:00:00
44,2023-02-27,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-27 04:00:00,2023-02-27 09:00:00
44,2023-02-27,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-27 09:00:00,2023-02-27 15:00:00
44,2023-02-27,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-27 15:00:00,2023-02-27 19:00:00
44,2023-02-27,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-27 19:00:00,2023-02-27 22:00:00
44,2023-02-27,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-27 22:00:00,2023-02-28 04:00:00
45,2023-02-28,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-28 04:00:00,2023-02-28 09:00:00
45,2023-02-28,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-28 09:00:00,2023-02-28 15:00:00
45,2023-02-28,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-28 15:00:00,2023-02-28 19:00:00
45,2023-02-28,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-28 19:00:00,2023-02-28 22:00:00
45,2023-02-28,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-02-28 22:00:00,2023-03-01 04:00:00
46,2023-03-01,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-01 04:00:00,2023-03-01 09:00:00
46,2023-03-01,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-01 09:00:00,2023-03-01 15:00:00
46,2023-03-01,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-01 15:00:00,2023-03-01 19:00:00
46,2023-03-01,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-01 19:00:00,2023-03-01 22:00:00
46,2023-03-01,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-01 22:00:00,2023-03-02 04:00:00
47,2023-03-02,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-02 04:00:00,2023-03-02 09:00:00
47,2023-03-02,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-02 09:00:00,2023-03-02 15:00:00
47,2023-03-02,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-02 15:00:00,2023-03-02 19:00:00
47,2023-03-02,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-02 19:00:00,2023-03-02 22:00:00
47,2023-03-02,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-02 22:00:00,2023-03-03 04:00:00
48,2023-03-03,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-03 04:00:00,2023-03-03 09:00:00
48,2023-03-03,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-03 09:00:00,2023-03-03 15:00:00
48,2023-03-03,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-03 15:00:00,2023-03-03 19:00:00
48,2023-03-03,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-03 19:00:00,2023-03-03 22:00:00
48,2023-03-03,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-03 22:00:00,2023-03-04 04:00:00
49,2023-03-04,12,10:00,106,14,18.4,0,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-04 04:00:00,2023-03-04 08:00:00
49,2023-03-04,16,09:30,138,14,14.2,1,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-04 08:00:00,2023-03-04 12:00:00
49,2023-03-04,20,08:30,156,14,12.5,2,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-04 12:00:00,2023-03-04 19:00:00
49,2023-03-04,15,10:00,134,16,14.6,3,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-04 19:00:00,2023-03-04 22:00:00
49,2023-03-04,14,10:00,130,10,15.0,4,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-04 22:00:00,2023-03-05 04:00:00
50,2023-03-05,11,10:00,102,8,19.2,0,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-05 04:00:00,2023-03-05 08:00:00
50,2023-03-05,14,10:00,130,10,15.0,1,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-05 08:00:00,2023-03-05 12:00:00
50,2023-03-05,18,09:00,148,14,13.2,2,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-05 12:00:00,2023-03-05 19:00:00
50,2023-03-05,14,09:30,122,11,16.0,3,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-05 19:00:00,2023-03-05 22:00:00
50,2023-03-05,13,09:30,114,9,17.1,4,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-05 22:00:00,2023-03-06 04:00:00
51,2023-03-06,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-06 04:00:00,2023-03-06 09:00:00
51,2023-03-06,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-06 09:00:00,2023-03-06 15:00:00
51,2023-03-06,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-06 15:00:00,2023-03-06 19:00:00
51,2023-03-06,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-06 19:00:00,2023-03-06 22:00:00
51,2023-03-06,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-06 22:00:00,2023-03-07 04:00:00
52,2023-03-07,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-07 04:00:00,2023-03-07 09:00:00
52,2023-03-07,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-07 09:00:00,2023-03-07 15:00:00
52,2023-03-07,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-07 15:00:00,2023-03-07 19:00:00
52,2023-03-07,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-07 19:00:00,2023-03-07 22:00:00
52,2023-03-07,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-07 22:00:00,2023-03-08 04:00:00
53,2023-03-08,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-08 04:00:00,2023-03-08 09:00:00
53,2023-03-08,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-08 09:00:00,2023-03-08 15:00:00
53,2023-03-08,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-08 15:00:00,2023-03-08 19:00:00
53,2023-03-08,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-08 19:00:00,2023-03-08 22:00:00
53,2023-03-08,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-08 22:00:00,2023-03-09 04:00:00
54,2023-03-09,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-09 04:00:00,2023-03-09 09:00:00
54,2023-03-09,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-09 09:00:00,2023-03-09 15:00:00
54,2023-03-09,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-09 15:00:00,2023-03-09 19:00:00
54,2023-03-09,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-09 19:00:00,2023-03-09 22:00:00
54,2023-03-09,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-09 22:00:00,2023-03-10 04:00:00
55,2023-03-10,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-10 04:00:00,2023-03-10 09:00:00
55,2023-03-10,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-10 09:00:00,2023-03-10 15:00:00
55,2023-03-10,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-10 15:00:00,2023-03-10 19:00:00
55,2023-03-10,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-10 19:00:00,2023-03-10 22:00:00
55,2023-03-10,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-10 22:00:00,2023-03-11 04:00:00
56,2023-03-11,12,10:00,106,14,18.4,0,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-11 04:00:00,2023-03-11 08:00:00
56,2023-03-11,16,09:30,138,14,14.2,1,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-11 08:00:00,2023-03-11 12:00:00
56,2023-03-11,20,08:30,156,14,12.5,2,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-11 12:00:00,2023-03-11 19:00:00
56,2023-03-11,15,10:00,134,16,14.6,3,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-11 19:00:00,2023-03-11 22:00:00
56,2023-03-11,14,10:00,130,10,15.0,4,1,32.56,05:15,06:00,01:46,01:05,506 High Park-Main Street Stn ,,2023-03-11 22:00:00,2023-03-12 04:00:00
57,2023-03-12,11,10:00,102,8,19.2,0,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-12 04:00:00,2023-03-12 08:00:00
57,2023-03-12,14,10:00,130,10,15.0,1,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-12 08:00:00,2023-03-12 12:00:00
57,2023-03-12,18,09:00,148,14,13.2,2,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-12 12:00:00,2023-03-12 19:00:00
57,2023-03-12,14,09:30,122,11,16.0,3,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-12 19:00:00,2023-03-12 22:00:00
57,2023-03-12,13,09:30,114,9,17.1,4,2,32.56,05:15,06:00,01:18,00:45,506 High Park-Main Street Stn ,,2023-03-12 22:00:00,2023-03-13 04:00:00
58,2023-03-13,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-13 04:00:00,2023-03-13 09:00:00
58,2023-03-13,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-13 09:00:00,2023-03-13 15:00:00
58,2023-03-13,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-13 15:00:00,2023-03-13 19:00:00
58,2023-03-13,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-13 19:00:00,2023-03-13 22:00:00
58,2023-03-13,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-13 22:00:00,2023-03-14 04:00:00
59,2023-03-14,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-14 04:00:00,2023-03-14 09:00:00
59,2023-03-14,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-14 09:00:00,2023-03-14 15:00:00
59,2023-03-14,21,09:00,176,13,11.1,2,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-14 15:00:00,2023-03-14 19:00:00
59,2023-03-14,15,10:00,136,14,14.4,3,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-14 19:00:00,2023-03-14 22:00:00
59,2023-03-14,13,10:00,116,14,16.8,4,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-14 22:00:00,2023-03-15 04:00:00
60,2023-03-15,18,09:00,150,12,13.0,0,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-15 04:00:00,2023-03-15 09:00:00
60,2023-03-15,18,09:30,156,15,12.5,1,0,32.56,05:15,06:06,01:52,00:50,506 High Park-Main Street Stn ,,2023-03-15 09:00:00,2023-03-15 15:00:00
