,date,No. of Veh,Service interval,Run time (min),Term time (min),Avg. spd (km/h),Time of Day (morning: 0-late evening: 4)*,Weekday=0/Sat=1/Sun=2,RT dist (km),First dep NB or WB,First dep SB or EB,Last dep NB or WB,Last dep SB or EB,Route,Interruption,time period start,time period end
620,2024-09-25,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-25 04:00:00,2024-09-25 09:00:00
620,2024-09-25,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-25 09:00:00,2024-09-25 15:00:00
620,2024-09-25,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-25 15:00:00,2024-09-25 19:00:00
620,2024-09-25,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-25 19:00:00,2024-09-25 22:00:00
620,2024-09-25,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-25 22:00:00,2024-09-26 04:00:00
621,2024-09-26,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-26 04:00:00,2024-09-26 09:00:00
621,2024-09-26,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-26 09:00:00,2024-09-26 15:00:00
621,2024-09-26,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-26 15:00:00,2024-09-26 19:00:00
621,2024-09-26,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-26 19:00:00,2024-09-26 22:00:00
621,2024-09-26,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-26 22:00:00,2024-09-27 04:00:00
622,2024-09-27,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-27 04:00:00,2024-09-27 09:00:00
622,2024-09-27,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-27 09:00:00,2024-09-27 15:00:00
622,2024-09-27,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-27 15:00:00,2024-09-27 19:00:00
622,2024-09-27,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-27 19:00:00,2024-09-27 22:00:00
622,2024-09-27,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-27 22:00:00,2024-09-28 04:00:00
623,2024-09-28,13,10:00,119,11,15.2,0,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-09-28 04:00:00,2024-09-28 08:00:00
623,2024-09-28,16,10:00,151,9,12.0,1,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-09-28 08:00:00,2024-09-28 12:00:00
623,2024-09-28,19,10:00,173,17,10.4,2,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-09-28 12:00:00,2024-09-28 19:00:00
623,2024-09-28,17,10:00,154,16,11.7,3,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-09-28 19:00:00,2024-09-28 22:00:00
623,2024-09-28,15,10:00,139,11,13.0,4,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-09-28 22:00:00,2024-09-29 04:00:00
624,2024-09-29,13,10:00,119,11,15.2,0,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-09-29 04:00:00,2024-09-29 08:00:00
624,2024-09-29,15,10:00,141,9,12.8,1,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-09-29 08:00:00,2024-09-29 12:00:00
624,2024-09-29,17,10:00,157,13,11.5,2,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-09-29 12:00:00,2024-09-29 19:00:00
624,2024-09-29,15,10:00,138,12,13.1,3,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-09-29 19:00:00,2024-09-29 22:00:00
624,2024-09-29,14,10:00,123,17,14.7,4,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-09-29 22:00:00,2024-09-30 04:00:00
625,2024-09-30,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-30 04:00:00,2024-09-30 09:00:00
625,2024-09-30,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-30 09:00:00,2024-09-30 15:00:00
625,2024-09-30,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-30 15:00:00,2024-09-30 19:00:00
625,2024-09-30,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-30 19:00:00,2024-09-30 22:00:00
625,2024-09-30,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-09-30 22:00:00,2024-10-01 04:00:00
626,2024-10-01,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-01 04:00:00,2024-10-01 09:00:00
626,2024-10-01,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-01 09:00:00,2024-10-01 15:00:00
626,2024-10-01,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-01 15:00:00,2024-10-01 19:00:00
626,2024-10-01,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-01 19:00:00,2024-10-01 22:00:00
626,2024-10-01,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-01 22:00:00,2024-10-02 04:00:00
627,2024-10-02,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-02 04:00:00,2024-10-02 09:00:00
627,2024-10-02,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-02 09:00:00,2024-10-02 15:00:00
627,2024-10-02,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-02 15:00:00,2024-10-02 19:00:00
627,2024-10-02,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-02 19:00:00,2024-10-02 22:00:00
627,2024-10-02,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-02 22:00:00,2024-10-03 04:00:00
628,2024-10-03,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-03 04:00:00,2024-10-03 09:00:00
628,2024-10-03,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-03 09:00:00,2024-10-03 15:00:00
628,2024-10-03,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-03 15:00:00,2024-10-03 19:00:00
628,2024-10-03,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-03 19:00:00,2024-10-03 22:00:00
628,2024-10-03,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-03 22:00:00,2024-10-04 04:00:00
629,2024-10-04,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-04 04:00:00,2024-10-04 09:00:00
629,2024-10-04,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-04 09:00:00,2024-10-04 15:00:00
629,2024-10-04,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-04 15:00:00,2024-10-04 19:00:00
629,2024-10-04,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-04 19:00:00,2024-10-04 22:00:00
629,2024-10-04,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-04 22:00:00,2024-10-05 04:00:00
630,2024-10-05,13,10:00,119,11,15.2,0,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-05 04:00:00,2024-10-05 08:00:00
630,2024-10-05,16,10:00,151,9,12.0,1,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-05 08:00:00,2024-10-05 12:00:00
630,2024-10-05,19,10:00,173,17,10.4,2,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-05 12:00:00,2024-10-05 19:00:00
630,2024-10-05,17,10:00,154,16,11.7,3,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-05 19:00:00,2024-10-05 22:00:00
630,2024-10-05,15,10:00,139,11,13.0,4,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-05 22:00:00,2024-10-06 04:00:00
631,2024-10-06,13,10:00,119,11,15.2,0,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-06 04:00:00,2024-10-06 08:00:00
631,2024-10-06,15,10:00,141,9,12.8,1,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-06 08:00:00,2024-10-06 12:00:00
631,2024-10-06,17,10:00,157,13,11.5,2,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-06 12:00:00,2024-10-06 19:00:00
631,2024-10-06,15,10:00,138,12,13.1,3,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-06 19:00:00,2024-10-06 22:00:00
631,2024-10-06,14,10:00,123,17,14.7,4,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-06 22:00:00,2024-10-07 04:00:00
632,2024-10-07,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-07 04:00:00,2024-10-07 09:00:00
632,2024-10-07,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-07 09:00:00,2024-10-07 15:00:00
632,2024-10-07,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-07 15:00:00,2024-10-07 19:00:00
632,2024-10-07,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-07 19:00:00,2024-10-07 22:00:00
632,2024-10-07,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-07 22:00:00,2024-10-08 04:00:00
633,2024-10-08,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-08 04:00:00,2024-10-08 09:00:00
633,2024-10-08,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-08 09:00:00,2024-10-08 15:00:00
633,2024-10-08,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-08 15:00:00,2024-10-08 19:00:00
633,2024-10-08,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-08 19:00:00,2024-10-08 22:00:00
633,2024-10-08,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-08 22:00:00,2024-10-09 04:00:00
634,2024-10-09,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-09 04:00:00,2024-10-09 09:00:00
634,2024-10-09,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-09 09:00:00,2024-10-09 15:00:00
634,2024-10-09,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-09 15:00:00,2024-10-09 19:00:00
634,2024-10-09,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-09 19:00:00,2024-10-09 22:00:00
634,2024-10-09,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-09 22:00:00,2024-10-10 04:00:00
635,2024-10-10,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-10 04:00:00,2024-10-10 09:00:00
635,2024-10-10,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-10 09:00:00,2024-10-10 15:00:00
635,2024-10-10,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-10 15:00:00,2024-10-10 19:00:00
635,2024-10-10,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-10 19:00:00,2024-10-10 22:00:00
635,2024-10-10,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-10 22:00:00,2024-10-11 04:00:00
636,2024-10-11,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-11 04:00:00,2024-10-11 09:00:00
636,2024-10-11,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-11 09:00:00,2024-10-11 15:00:00
636,2024-10-11,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-11 15:00:00,2024-10-11 19:00:00
636,2024-10-11,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-11 19:00:00,2024-10-11 22:00:00
636,2024-10-11,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-11 22:00:00,2024-10-12 04:00:00
637,2024-10-12,13,10:00,119,11,15.2,0,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-12 04:00:00,2024-10-12 08:00:00
637,2024-10-12,16,10:00,151,9,12.0,1,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-12 08:00:00,2024-10-12 12:00:00
637,2024-10-12,19,10:00,173,17,10.4,2,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-12 12:00:00,2024-10-12 19:00:00
637,2024-10-12,17,10:00,154,16,11.7,3,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-12 19:00:00,2024-10-12 22:00:00
637,2024-10-12,15,10:00,139,11,13.0,4,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-12 22:00:00,2024-10-13 04:00:00
638,2024-10-13,13,10:00,119,11,15.2,0,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-13 04:00:00,2024-10-13 08:00:00
638,2024-10-13,15,10:00,141,9,12.8,1,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-13 08:00:00,2024-10-13 12:00:00
638,2024-10-13,17,10:00,157,13,11.5,2,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-13 12:00:00,2024-10-13 19:00:00
638,2024-10-13,15,10:00,138,12,13.1,3,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-13 19:00:00,2024-10-13 22:00:00
638,2024-10-13,14,10:00,123,17,14.7,4,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-13 22:00:00,2024-10-14 04:00:00
639,2024-10-14,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-14 04:00:00,2024-10-14 09:00:00
639,2024-10-14,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-14 09:00:00,2024-10-14 15:00:00
639,2024-10-14,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-14 15:00:00,2024-10-14 19:00:00
639,2024-10-14,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-14 19:00:00,2024-10-14 22:00:00
639,2024-10-14,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-14 22:00:00,2024-10-15 04:00:00
640,2024-10-15,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-15 04:00:00,2024-10-15 09:00:00
640,2024-10-15,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-15 09:00:00,2024-10-15 15:00:00
640,2024-10-15,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-15 15:00:00,2024-10-15 19:00:00
640,2024-10-15,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-15 19:00:00,2024-10-15 22:00:00
640,2024-10-15,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-15 22:00:00,2024-10-16 04:00:00
641,2024-10-16,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-16 04:00:00,2024-10-16 09:00:00
641,2024-10-16,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-16 09:00:00,2024-10-16 15:00:00
641,2024-10-16,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-16 15:00:00,2024-10-16 19:00:00
641,2024-10-16,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-16 19:00:00,2024-10-16 22:00:00
641,2024-10-16,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-16 22:00:00,2024-10-17 04:00:00
642,2024-10-17,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-17 04:00:00,2024-10-17 09:00:00
642,2024-10-17,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-17 09:00:00,2024-10-17 15:00:00
642,2024-10-17,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-17 15:00:00,2024-10-17 19:00:00
642,2024-10-17,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-17 19:00:00,2024-10-17 22:00:00
642,2024-10-17,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-17 22:00:00,2024-10-18 04:00:00
643,2024-10-18,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-18 04:00:00,2024-10-18 09:00:00
643,2024-10-18,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-18 09:00:00,2024-10-18 15:00:00
643,2024-10-18,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-18 15:00:00,2024-10-18 19:00:00
643,2024-10-18,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-18 19:00:00,2024-10-18 22:00:00
643,2024-10-18,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-18 22:00:00,2024-10-19 04:00:00
644,2024-10-19,13,10:00,119,11,15.2,0,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-19 04:00:00,2024-10-19 08:00:00
644,2024-10-19,16,10:00,151,9,12.0,1,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-19 08:00:00,2024-10-19 12:00:00
644,2024-10-19,19,10:00,173,17,10.4,2,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-19 12:00:00,2024-10-19 19:00:00
644,2024-10-19,17,10:00,154,16,11.7,3,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-19 19:00:00,2024-10-19 22:00:00
644,2024-10-19,15,10:00,139,11,13.0,4,1,30.13,05:07,04:52,23:47,01:01,506 High Park Loop-Main Street Stn ,,2024-10-19 22:00:00,2024-10-20 04:00:00
645,2024-10-20,13,10:00,119,11,15.2,0,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-20 04:00:00,2024-10-20 08:00:00
645,2024-10-20,15,10:00,141,9,12.8,1,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-20 08:00:00,2024-10-20 12:00:00
645,2024-10-20,17,10:00,157,13,11.5,2,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-20 12:00:00,2024-10-20 19:00:00
645,2024-10-20,15,10:00,138,12,13.1,3,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-20 19:00:00,2024-10-20 22:00:00
645,2024-10-20,14,10:00,123,17,14.7,4,2,30.13,05:04,04:55,23:45,00:18,506 High Park Loop-Main Street Stn ,,2024-10-20 22:00:00,2024-10-21 04:00:00
646,2024-10-21,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-21 04:00:00,2024-10-21 09:00:00
646,2024-10-21,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-21 09:00:00,2024-10-21 15:00:00
646,2024-10-21,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-21 15:00:00,2024-10-21 19:00:00
646,2024-10-21,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-21 19:00:00,2024-10-21 22:00:00
646,2024-10-21,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-21 22:00:00,2024-10-22 04:00:00
647,2024-10-22,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-22 04:00:00,2024-10-22 09:00:00
647,2024-10-22,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-22 09:00:00,2024-10-22 15:00:00
647,2024-10-22,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-22 15:00:00,2024-10-22 19:00:00
647,2024-10-22,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-22 19:00:00,2024-10-22 22:00:00
647,2024-10-22,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-22 22:00:00,2024-10-23 04:00:00
648,2024-10-23,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-23 04:00:00,2024-10-23 09:00:00
648,2024-10-23,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-23 09:00:00,2024-10-23 15:00:00
648,2024-10-23,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-23 15:00:00,2024-10-23 19:00:00
648,2024-10-23,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-23 19:00:00,2024-10-23 22:00:00
648,2024-10-23,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-23 22:00:00,2024-10-24 04:00:00
649,2024-10-24,16,10:00,150,10,12.1,0,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-24 04:00:00,2024-10-24 09:00:00
649,2024-10-24,17,10:00,161,9,11.2,1,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-24 09:00:00,2024-10-24 15:00:00
649,2024-10-24,19,10:00,180,10,10.0,2,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-24 15:00:00,2024-10-24 19:00:00
649,2024-10-24,16,10:00,146,14,12.4,3,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-24 19:00:00,2024-10-24 22:00:00
649,2024-10-24,14,10:00,130,10,13.9,4,0,30.13,04:51,04:40,23:41,00:49,506 High Park Loop-Main Street Stn ,,2024-10-24 22:00:00,2024-10-25 04:00:00
